Indiv	NatalYear	CoreNestling	ImmCohort	InclBr
1603-51762	2008	N	NA	N
1603-51770	2008	Y	NA	N
1603-51775	2008	N	NA	N
1603-51776	2008	N	NA	N
1603-51777	2008	N	NA	N
1603-51778	2008	N	NA	N
1603-51786	2008	Y	NA	N
1603-51787	2008	Y	NA	N
1603-51805	2008	Y	NA	N
1603-51825	2009	Y	NA	N
1603-51826	2009	Y	NA	N
1603-51827	2009	Y	NA	N
1603-51828	2009	Y	NA	N
1603-51829	2009	Y	NA	N
1603-51830	2009	Y	NA	N
1603-51831	2009	Y	NA	N
1603-51832	2009	Y	NA	N
1603-51862	2009	Y	NA	N
1603-51863	2009	Y	NA	N
1603-51864	2009	Y	NA	N
1603-51875	2009	Y	NA	N
1603-51876	2009	Y	NA	N
1603-51877	2009	Y	NA	N
1603-51878	2009	Y	NA	N
1603-51891	2009	Y	NA	N
1603-51960	NA	N	2009	N
1713-13252	2010	N	NA	N
1713-13352	2010	Y	NA	N
1713-13353	2010	Y	NA	N
1713-13354	2010	Y	NA	N
1713-13355	2010	Y	NA	N
1713-13360	2010	Y	NA	N
1713-13361	2010	Y	NA	N
1713-13362	2010	Y	NA	N
1713-13363	2010	Y	NA	N
1713-13376	2010	N	NA	N
1713-13377	2010	N	NA	N
1713-13378	2010	N	NA	N
1713-13455	NA	N	2010	N
1713-13612	2010	Y	NA	N
1713-13613	2010	Y	NA	N
1713-13626	2010	Y	NA	N
1713-13627	2010	Y	NA	N
1713-13628	2010	Y	NA	N
1713-13656	2010	Y	NA	N
1713-13657	2010	Y	NA	N
1713-13658	2010	Y	NA	N
1713-13667	2010	N	NA	N
1713-13668	2010	N	NA	N
1713-13677	2010	N	NA	N
1713-13678	2010	N	NA	N
1713-13679	2010	N	NA	N
1713-13680	2010	N	NA	N
1713-13962	2011	N	NA	N
1713-13975	2011	Y	NA	N
1713-13976	2011	Y	NA	N
1713-13977	2011	Y	NA	N
1713-13991	2011	N	NA	N
1713-13992	2011	N	NA	N
1713-13993	2011	N	NA	N
1713-13994	2011	N	NA	N
1713-49004	2011	Y	NA	N
1713-49005	2011	Y	NA	N
1713-49006	2011	Y	NA	N
1713-49014	2011	Y	NA	N
1713-49015	2011	Y	NA	N
1713-49016	2011	Y	NA	N
1713-49017	2011	Y	NA	N
1713-49018	1999	Y	NA	Y
1713-49019	2011	Y	NA	N
1713-49020	2011	Y	NA	N
1713-49021	2011	Y	NA	N
1713-49022	2011	Y	NA	N
1713-49023	2011	Y	NA	N
1713-49024	2011	Y	NA	N
1713-49039	2011	Y	NA	N
1713-49040	2011	Y	NA	N
1713-49072	2011	Y	NA	N
1713-49073	2011	Y	NA	N
1713-49074	2011	Y	NA	N
1713-49098	2011	Y	NA	N
1713-49099	2011	Y	NA	N
1713-49255	2011	N	NA	N
1713-49275	2011	N	NA	N
1713-49276	2011	N	NA	N
1713-49277	2011	N	NA	N
1713-49280	2011	Y	NA	N
1713-49281	2011	Y	NA	N
1713-49282	2011	Y	NA	N
1713-49298	2011	Y	NA	N
1713-49323	2004	Y	NA	N
1713-49330	2012	Y	NA	N
1713-49331	2012	Y	NA	N
1713-49346	2012	N	NA	N
1713-49347	2012	N	NA	N
1713-49348	2012	N	NA	N
1713-49374	2012	Y	NA	N
1713-49375	2012	Y	NA	N
1713-49376	2012	Y	NA	N
1713-49377	2012	Y	NA	N
1713-49378	2012	Y	NA	N
1713-49379	2012	Y	NA	N
1713-49382	2012	Y	NA	N
1713-49383	2012	Y	NA	N
1713-49384	2012	Y	NA	N
1713-49385	2012	Y	NA	N
1713-49386	2012	Y	NA	N
1713-49394	2005	N	NA	N
1713-49711	2013	Y	NA	N
1713-49712	2013	Y	NA	N
1713-49713	2013	Y	NA	N
1713-49714	2013	Y	NA	N
1713-49786	2013	Y	NA	N
1713-49787	2013	Y	NA	N
1713-49788	2013	Y	NA	N
1713-89631	2014	N	NA	N
1713-89632	2014	N	NA	N
1713-89667	2014	N	NA	N
1713-89668	2014	N	NA	N
1713-89669	2014	N	NA	N
1713-89684	2014	N	NA	N
1713-89685	2014	N	NA	N
1713-89713	2014	N	NA	N
1713-89714	2014	N	NA	N
1713-89715	2014	N	NA	N
1713-89716	2014	N	NA	N
9999-00006	2003	N	NA	N
9999-00024	2010	N	NA	N
9999-99961	1991	Y	NA	N
nh-q	2009	Y	NA	N
NOBH91fldg1	1991	N	NA	N
NOBH91fldg2	1991	N	NA	N
SINK91fldg1	1991	N	NA	N
SINK91fldg2	1991	N	NA	N
TP55fldg	1991	N	NA	N
1013-63301	1992	Y	NA	N
1013-63302	1992	Y	NA	N
1013-63303	1992	Y	NA	N
1013-63304	1992	Y	NA	N
1013-63308	1992	Y	NA	N
1013-63309	1992	Y	NA	N
1013-63310	1992	Y	NA	N
1013-63311	1992	Y	NA	N
1013-63312	1992	Y	NA	Y
1013-63326	1992	Y	NA	N
1013-63327	1992	Y	NA	N
1013-63328	1992	Y	NA	N
1013-63329	1992	Y	NA	N
1013-63330	1992	Y	NA	N
1013-63331	1992	Y	NA	N
1013-63347	1992	Y	NA	N
1013-63348	1992	Y	NA	N
1013-63349	1992	Y	NA	N
1013-63364	1992	N	NA	N
1013-63365	1992	N	NA	N
1013-63366	1992	N	NA	Y
1013-63369	1992	Y	NA	Y
1013-63370	1992	Y	NA	N
1013-63371	1992	Y	NA	N
1013-63383	1992	N	NA	N
1013-63384	1992	N	NA	N
1013-63385	1992	N	NA	N
1013-63386	1992	Y	NA	N
1013-63387	1992	Y	NA	N
1013-63388	1992	N	NA	Y
1013-63389	1992	N	NA	N
1013-63391	1992	N	NA	N
1043-44216	1997	Y	NA	N
1043-44217	1997	Y	NA	N
1043-44223	1997	Y	NA	N
1043-44228	1997	Y	NA	N
1043-44229	1997	Y	NA	N
1043-44230	1997	Y	NA	N
1043-44231	1997	Y	NA	N
1043-44251	1997	Y	NA	N
1043-44252	1997	Y	NA	N
1043-44253	1997	Y	NA	Y
1043-44264	1997	Y	NA	N
1043-44265	1997	Y	NA	N
1043-44266	1997	Y	NA	N
1043-44267	1997	Y	NA	N
1043-44274	1997	Y	NA	N
1043-44275	1997	Y	NA	N
1043-44276	1997	Y	NA	N
1043-44277	1997	Y	NA	N
1043-44278	1997	Y	NA	N
1043-44279	1997	Y	NA	N
1043-44281	1997	Y	NA	N
1043-44282	1997	Y	NA	N
1043-44286	1997	Y	NA	N
1043-44287	1997	Y	NA	N
1043-44288	1997	Y	NA	N
1043-44289	1997	Y	NA	Y
1043-44290	1997	Y	NA	N
1043-44292	1997	Y	NA	N
1043-44293	1997	Y	NA	Y
1043-44294	1997	Y	NA	N
1043-44295	1997	Y	NA	N
1043-44296	1997	Y	NA	N
1043-44297	1997	Y	NA	N
1043-44298	1997	Y	NA	N
1043-44299	1997	Y	NA	N
1043-44300	1997	Y	NA	Y
1043-80143	NA	N	NA	Y
1043-80144	NA	N	NA	Y
1043-80151	NA	N	NA	Y
1043-80165	NA	N	NA	N
1043-80168	NA	N	NA	Y
1043-80178	NA	N	NA	Y
1043-80180	NA	N	NA	Y
1043-80187	NA	N	NA	Y
1043-80188	NA	N	NA	Y
1043-80233	NA	N	NA	Y
1043-80257	NA	N	NA	Y
1043-80291	NA	N	NA	Y
1043-80292	NA	N	NA	Y
1043-90501	1998	Y	NA	Y
1043-90502	1998	Y	NA	Y
1043-90503	1998	Y	NA	N
1043-90504	1998	Y	NA	Y
1043-90507	1998	Y	NA	N
1043-90508	1998	Y	NA	N
1043-90509	1998	Y	NA	N
1043-90510	1998	Y	NA	N
1043-90514	1998	Y	NA	N
1043-90518	1998	Y	NA	Y
1043-90519	1998	Y	NA	N
1043-90523	1998	Y	NA	N
1043-90524	1998	Y	NA	Y
1043-90525	1998	Y	NA	N
1043-90526	1998	Y	NA	Y
1043-90527	1998	Y	NA	N
1043-90528	1998	Y	NA	N
1043-90529	1998	Y	NA	N
1043-90532	1998	Y	NA	N
1043-90543	1990	Y	NA	Y
1043-90545	1998	Y	NA	N
1043-90546	1998	Y	NA	N
1043-90552	1998	Y	NA	N
1043-90553	1998	Y	NA	N
1043-90560	1998	Y	NA	N
1043-90561	1998	Y	NA	N
1043-90561.1	1998	Y	NA	N
1043-90566	1998	Y	NA	N
1043-90567	1998	Y	NA	N
1043-90568	1998	Y	NA	N
1053-14424	NA	N	NA	Y
1053-14442	NA	N	NA	N
1053-14444	NA	N	NA	Y
1053-56501	NA	N	NA	N
1053-56534	NA	N	NA	N
1053-56536	NA	N	NA	Y
1053-56537	NA	N	NA	Y
1053-56561	NA	N	NA	Y
1053-56624	NA	N	NA	Y
1053-56671	NA	N	NA	N
1053-56672	NA	N	NA	Y
1053-56687	NA	N	NA	N
1053-56692	NA	N	NA	N
1053-56780	1990	Y	NA	N
1053-56782	1990	Y	NA	N
1053-56783	1990	Y	NA	N
1053-56784	1990	Y	NA	Y
1053-56785	1990	Y	NA	Y
1053-56786	1990	Y	NA	N
1053-56794	1990	Y	NA	Y
1053-56798	1990	Y	NA	N
1063-42801	2001	Y	NA	N
1063-42802	2001	Y	NA	N
1063-42815	2002	Y	NA	N
1063-42816	2002	Y	NA	N
1063-42817	2002	Y	NA	N
1063-42821	2002	N	NA	N
1063-42822	2002	N	NA	N
1063-42826	2002	Y	NA	N
1063-42827	2002	Y	NA	N
1063-42828	2002	Y	NA	N
1063-42852	2002	Y	NA	N
1063-42853	2002	N	NA	N
1063-42854	2002	N	NA	N
1063-42855	2002	N	NA	N
1063-42866	2002	Y	NA	N
1063-42867	2002	Y	NA	N
1063-42868	2002	Y	NA	N
1063-42869	2002	Y	NA	N
1063-42872	2002	Y	NA	N
1063-42873	2002	Y	NA	N
1063-42874	2002	Y	NA	N
1063-42875	2002	Y	NA	N
1063-42876	2002	Y	NA	N
1063-42886	2002	Y	NA	N
1063-42887	2002	Y	NA	N
1063-42888	2002	Y	NA	N
1063-43049	2002	N	NA	N
1063-43050	2002	N	NA	N
1063-43051	2002	N	NA	N
1063-43054	2002	N	NA	N
1063-43055	2002	N	NA	N
1063-43056	2002	N	NA	N
1063-43057	2002	N	NA	N
1063-43058	2002	N	NA	N
1063-43088	2002	N	NA	N
1063-43089	2002	N	NA	N
1063-43090	2002	N	NA	N
1063-43103	2002	Y	NA	N
1063-43104	2002	Y	NA	N
1063-43132	2002	Y	NA	N
1063-43138	2002	Y	NA	N
1063-43139	2002	Y	NA	N
1063-43140	2002	Y	NA	N
1063-43141	2002	Y	NA	N
1063-43145	2002	N	NA	N
1063-43146	2002	N	NA	N
1063-43151	2002	Y	NA	N
1063-43152	2002	Y	NA	N
1063-43153	2002	Y	NA	N
1063-43157	2002	Y	NA	N
1063-43158	2002	Y	NA	N
1063-43169	2002	N	NA	N
1063-43170	2002	N	NA	N
1063-43171	2002	N	NA	N
1063-43172	2002	N	NA	N
1063-43173	2002	Y	NA	N
1063-43174	2002	Y	NA	N
1063-43175	2002	Y	NA	N
1063-43427	2003	N	NA	N
1063-43428	2003	N	NA	N
1063-43434	2003	N	NA	N
1063-43435	2003	N	NA	N
1063-43436	2003	N	NA	N
1063-43437	2003	N	NA	N
1063-43452	2003	N	NA	N
1063-43453	2003	N	NA	N
1063-43468	1996	Y	NA	Y
1063-43490	2003	N	NA	N
1063-43491	2003	N	NA	N
1063-43492	2003	N	NA	N
1063-43493	2003	N	NA	N
1063-43516	2003	Y	NA	N
1063-43517	2003	Y	NA	N
1063-43518	2003	Y	NA	N
1063-43519	2003	Y	NA	N
1063-43522	2003	Y	NA	N
1063-43523	2003	Y	NA	N
1063-43524	2003	Y	NA	N
1063-43527	2003	Y	NA	N
1063-43528	2003	Y	NA	N
1063-43529	2003	Y	NA	N
1063-43530	2003	Y	NA	N
1063-43534	2003	Y	NA	N
1063-43535	2003	Y	NA	N
1063-43536	2003	Y	NA	N
1063-43537	2003	Y	NA	N
1063-43549	2003	Y	NA	N
1063-43550	2003	Y	NA	N
1063-43551	2003	Y	NA	N
1063-43552	2003	Y	NA	N
1063-43569	2003	Y	NA	N
1063-43570	2003	Y	NA	N
1063-43571	2003	Y	NA	N
1063-43572	2003	Y	NA	N
1063-43576	2003	N	NA	N
1063-43582	2003	Y	NA	N
1063-43588	2003	Y	NA	N
1063-43589	2003	Y	NA	N
1063-43590	2003	Y	NA	N
1063-48607	1990	N	NA	Y
1063-48623	2001	N	NA	N
1063-48624	2001	N	NA	N
1063-48625	2001	N	NA	N
1063-48626	2001	N	NA	N
1063-48654	2001	N	NA	N
1063-48655	2001	N	NA	N
1063-48656	2001	N	NA	N
1063-48659	2001	N	NA	N
1063-48660	2001	N	NA	N
1063-48681	2001	N	NA	N
1063-48912	2001	N	NA	N
1063-48913	2001	N	NA	N
1063-48914	2001	N	NA	N
1063-48915	2001	N	NA	N
1063-48916	2001	N	NA	N
1063-48920	2001	N	NA	N
1063-48921	2001	N	NA	N
1063-48922	2001	N	NA	N
1063-48977	2002	N	NA	N
1063-48978	2002	N	NA	N
1063-48979	2002	N	NA	N
1063-48984	2002	N	NA	N
1063-48990	2002	N	NA	N
1063-48991	2002	N	NA	N
1163-68201	1997	Y	NA	N
1163-68214	1997	Y	NA	N
1163-68215	1997	Y	NA	N
1163-68216	1997	Y	NA	N
1163-68217	1997	Y	NA	N
1163-68218	1997	Y	NA	N
1163-68219	1997	Y	NA	N
1163-68222	1997	Y	NA	N
1163-68223	1997	Y	NA	N
1163-68228	1997	Y	NA	N
1163-68229	1997	Y	NA	N
1163-68230	1997	Y	NA	N
1163-68233	1997	Y	NA	N
1163-68234	1997	Y	NA	N
1163-68292	1998	Y	NA	N
1163-68293	1998	Y	NA	Y
1163-68294	1998	Y	NA	N
1163-68295	1998	Y	NA	N
1173-04924	1998	N	NA	N
1173-04925	1998	N	NA	N
1173-04926	1998	N	NA	Y
1173-04927	1998	N	NA	N
1173-04947	1998	N	NA	N
1173-04948	1998	N	NA	N
1173-04949	1998	N	NA	N
1173-04965	1998	N	NA	N
1173-04966	1998	N	NA	Y
1173-04977	1998	N	NA	N
1173-04978	1998	N	NA	N
1433-58391	1992	N	NA	N
1433-58392	1992	N	NA	Y
1433-58395	1992	N	NA	N
1433-58396	1992	N	NA	N
1433-58397	1992	N	NA	N
1433-92983	NA	N	NA	N
1433-92986	NA	N	NA	N
1453-38918	1990	N	NA	N
1453-38919	1990	N	NA	Y
1453-38920	1990	N	NA	N
1453-38963	1990	Y	NA	N
1453-39033	1991	Y	NA	N
1453-39034	1991	Y	NA	N
1453-39035	1991	Y	NA	N
1453-39036	1991	Y	NA	N
1453-39072	1991	Y	NA	N
1453-39073	1991	Y	NA	N
1453-39074	1991	Y	NA	N
1453-39075	1991	Y	NA	N
1453-39076	1991	Y	NA	N
1453-39085	1991	Y	NA	N
1453-39086	1991	Y	NA	N
1453-39087	1991	Y	NA	N
1453-39096	1991	Y	NA	N
1453-39097	1991	Y	NA	Y
1453-39098	1991	Y	NA	N
1453-39102	1991	Y	NA	N
1453-39103	1991	Y	NA	N
1453-39104	1991	Y	NA	N
1453-39126	1991	Y	NA	N
1453-39127	1991	Y	NA	N
1453-39128	1991	Y	NA	N
1453-39129	1991	Y	NA	N
1453-39130	1991	Y	NA	N
1453-39133	1991	Y	NA	N
1453-39134	1991	Y	NA	N
1453-39135	1991	Y	NA	N
1453-39136	1991	Y	NA	N
1453-39142	1991	Y	NA	N
1453-39190	1991	N	NA	N
1453-39199	1991	Y	NA	N
1453-57466	1993	N	NA	N
1453-57467	1993	N	NA	N
1453-57468	1993	N	NA	N
1453-57469	1993	N	NA	N
1453-63515	1993	Y	NA	Y
1453-63516	1993	Y	NA	N
1453-63517	1993	Y	NA	N
1453-63518	1993	Y	NA	Y
1453-63519	1993	Y	NA	Y
1453-63520	1993	Y	NA	N
1453-63521	1993	Y	NA	N
1453-63532	1993	Y	NA	N
1453-63533	1993	Y	NA	N
1453-63534	1993	Y	NA	Y
1453-63535	1993	Y	NA	Y
1453-63546	1993	Y	NA	N
1453-63547	1993	Y	NA	Y
1453-63548	1993	Y	NA	Y
1453-63549	1993	Y	NA	Y
1453-63557	1993	Y	NA	N
1453-63558	1993	Y	NA	N
1453-63559	1993	Y	NA	Y
1453-63560	1993	Y	NA	N
1453-63562	1993	Y	NA	N
1453-63563	1993	Y	NA	N
1453-63564	1993	Y	NA	N
1453-63565	1993	Y	NA	N
1453-63633	1993	N	NA	N
1453-63634	1993	N	NA	N
1453-63635	1993	N	NA	N
1453-63642	1993	N	NA	N
1453-63643	1993	N	NA	N
1453-72711	1994	Y	NA	N
1453-72712	1994	Y	NA	N
1453-72713	1994	Y	NA	N
1453-72714	1994	Y	NA	N
1453-72728	1994	Y	NA	N
1453-72729	1994	Y	NA	Y
1453-72730	1994	Y	NA	N
1453-72731	1994	Y	NA	N
1453-72732	1994	Y	NA	N
1453-72733	1994	Y	NA	N
1453-72734	1994	Y	NA	Y
1453-72767	1994	Y	NA	N
1453-72768	1994	Y	NA	N
1453-72783	1994	Y	NA	N
1453-72796	1994	Y	NA	N
1453-72797	1994	Y	NA	N
1453-72798	1994	Y	NA	N
1453-72838	1994	N	NA	N
1453-72839	1994	N	NA	N
1453-72840	1994	N	NA	N
1453-72854	1994	N	NA	N
1453-72855	1994	N	NA	N
1453-72859	1994	N	NA	N
1453-72860	1994	N	NA	Y
1453-72861	1994	N	NA	N
1453-72862	1994	N	NA	N
1453-72865	1994	N	NA	N
1453-72866	1994	N	NA	N
1453-72867	1994	N	NA	N
1453-72868	1994	N	NA	N
1453-72882	1994	N	NA	N
1453-72883	1994	N	NA	Y
1453-72884	1994	N	NA	N
1453-72898	1994	N	NA	N
1453-78108	1995	Y	NA	N
1453-78109	1995	Y	NA	N
1453-78126	1995	Y	NA	N
1453-78127	1995	Y	NA	N
1453-78128	1995	Y	NA	N
1453-78139	1995	Y	NA	N
1453-78140	1995	Y	NA	Y
1453-78159	1995	Y	NA	N
1453-78160	1995	Y	NA	N
1453-78171	1995	Y	NA	N
1453-78176	1995	Y	NA	N
1453-78209	1995	N	NA	Y
1453-78275	1996	Y	NA	N
1453-78276	1996	Y	NA	N
1453-78277	1996	Y	NA	N
1453-78281	1996	Y	NA	N
1453-78282	1996	Y	NA	N
1453-78283	1996	Y	NA	N
1453-78307	1996	Y	NA	N
1453-78308	1996	Y	NA	N
1453-78309	1996	Y	NA	N
1453-78313	1996	Y	NA	N
1453-78314	1996	Y	NA	Y
1453-78315	1996	Y	NA	N
1453-78319	1996	Y	NA	N
1453-78321	1996	Y	NA	Y
1453-78322	1996	Y	NA	Y
1453-78323	1996	Y	NA	N
1453-78324	1996	Y	NA	Y
1453-78325	1996	Y	NA	N
1453-78341	1996	Y	NA	N
1453-78342	1996	Y	NA	N
1453-78343	1996	Y	NA	N
1453-78344	1996	Y	NA	N
1453-78345	1996	Y	NA	Y
1453-78346	1996	Y	NA	N
1453-78347	1996	Y	NA	N
1453-78352	NA	N	NA	N
1453-78376	1996	Y	NA	N
1453-78377	1996	Y	NA	N
1453-78378	1996	Y	NA	Y
1453-78379	1996	Y	NA	Y
1453-78380	1996	Y	NA	N
1453-78381	1996	Y	NA	N
1453-78382	1996	Y	NA	N
1453-78383	1996	Y	NA	N
1453-78392	1996	Y	NA	N
1453-78393	1996	Y	NA	Y
1453-78394	1996	Y	NA	N
1453-78395	1996	Y	NA	N
1513-02015	1997	N	NA	N
1513-02016	1997	N	NA	N
1513-02017	1997	N	NA	N
1513-02043	1997	N	NA	N
1513-02044	1997	N	NA	N
1513-02045	1997	N	NA	N
1513-02053	1997	N	NA	N
1513-02054	1997	N	NA	N
1513-02055	1997	N	NA	N
1513-02078	1997	N	NA	N
1513-02079	1997	N	NA	N
1513-02087	1997	N	NA	N
1513-02091	1997	N	NA	N
1513-02409	1996	N	NA	N
1513-02430	1996	N	NA	Y
1513-02431	1996	N	NA	N
1513-02432	1996	N	NA	N
1513-02433	1996	N	NA	N
1513-02434	1996	N	NA	Y
1513-02435	1996	N	NA	N
1513-02460	1996	N	NA	N
1513-02461	1996	N	NA	N
1513-02462	1996	N	NA	N
1513-02469	1996	N	NA	N
1513-02480	1997	N	NA	N
1513-02481	1997	N	NA	N
1513-02482	1997	N	NA	N
1513-50154	1999	Y	NA	N
1513-50155	1999	Y	NA	N
1513-50156	1999	Y	NA	N
1513-50157	1999	Y	NA	Y
1513-50165	1999	Y	NA	N
1513-50166	1999	Y	NA	N
1513-50167	1999	Y	NA	N
1513-50168	1999	Y	NA	N
1513-50188	1999	Y	NA	N
1513-50227	1999	N	NA	N
1513-50228	1999	N	NA	N
1513-50229	1999	N	NA	N
1513-50230	1999	N	NA	N
1513-50232	1999	N	NA	N
1513-50233	1999	N	NA	N
1513-50234	1999	N	NA	N
1513-50246	1999	N	NA	Y
1513-50296	1999	N	NA	N
1513-50302	1999	Y	NA	Y
1513-50303	1999	Y	NA	N
1513-50304	1999	Y	NA	N
1513-50305	1999	Y	NA	N
1513-50317	1999	Y	NA	N
1513-50318	1999	Y	NA	N
1513-50345	1999	Y	NA	Y
1513-50346	1999	Y	NA	N
1513-50347	1999	Y	NA	N
1513-50398	2000	Y	NA	Y
1513-50399	2000	Y	NA	N
1513-50400	2000	Y	NA	N
1513-50641	1999	N	NA	N
1513-50642	1999	N	NA	N
1513-50650	1999	N	NA	N
1513-50651	1999	N	NA	N
1513-50652	1999	N	NA	N
1513-50700	2000	N	NA	N
1513-50723	2000	Y	NA	N
1513-50724	2000	Y	NA	N
1513-50735	2000	Y	NA	N
1513-50736	2000	Y	NA	N
1513-50737	2000	Y	NA	N
1513-50762	2000	Y	NA	N
1513-50763	2000	Y	NA	N
1513-50764	2000	Y	NA	N
1513-50765	2000	Y	NA	N
1513-50766	2000	Y	NA	N
1513-50801	2000	N	NA	N
1513-50836	2000	N	NA	N
1513-50837	2000	N	NA	Y
1513-50838	2000	N	NA	Y
1513-50883	2000	N	NA	N
1513-50884	2000	N	NA	N
1513-50942	2001	Y	NA	Y
1513-50962	2001	Y	NA	N
1513-50963	2001	Y	NA	Y
1513-50964	2001	Y	NA	N
1513-50965	2001	Y	NA	N
1513-50966	2001	Y	NA	N
1513-50967	2001	Y	NA	N
1513-50968	2001	Y	NA	N
1513-50969	2001	Y	NA	N
1513-50970	2001	Y	NA	N
1573-65022	2003	N	NA	N
1573-65023	2003	N	NA	N
1573-65024	2003	N	NA	N
1573-65031	1996	N	NA	Y
1573-65903	2003	Y	NA	N
1573-65904	2003	Y	NA	N
1573-65953	2004	Y	NA	N
1573-65954	2004	Y	NA	N
1573-65955	2004	Y	NA	N
1573-65956	2004	Y	NA	N
1573-65966	2004	Y	NA	N
1573-65967	2004	Y	NA	N
1573-65968	2004	Y	NA	N
1573-65973	2004	Y	NA	N
1573-65974	2004	Y	NA	N
1573-65975	2004	Y	NA	N
1573-65982	2004	Y	NA	N
1573-65983	2004	Y	NA	N
1573-65984	2004	Y	NA	N
1573-65995	2004	Y	NA	N
1573-65996	2004	Y	NA	N
1573-65997	2004	Y	NA	N
1573-66063	2013	Y	NA	N
1573-66085	2013	Y	NA	N
1573-66086	2013	Y	NA	N
1573-66523	2004	Y	NA	N
1573-66524	2004	Y	NA	N
1573-66525	2004	Y	NA	N
1573-66526	2004	Y	NA	N
1573-66529	2004	Y	NA	N
1573-66530	2004	Y	NA	N
1573-66538	2004	Y	NA	N
1573-66539	2004	Y	NA	N
1573-66540	2004	Y	NA	N
1573-66543	2004	Y	NA	N
1573-66544	2004	Y	NA	N
1573-66590	2005	Y	NA	N
1573-66591	2005	Y	NA	N
1573-66592	2005	Y	NA	N
1573-66614	2004	N	NA	N
1573-66620	2004	N	NA	N
1573-66621	2004	N	NA	N
1573-66622	2004	N	NA	N
1573-66623	2004	N	NA	N
1573-66624	2004	N	NA	N
1573-66627	2004	N	NA	N
1573-66628	2004	N	NA	N
1573-66646	2004	N	NA	N
1573-66649	2004	N	NA	N
1573-66650	2004	N	NA	N
1573-66667	2005	N	NA	N
1573-66668	2005	N	NA	N
1573-66669	2005	N	NA	N
1573-97918	2005	Y	NA	N
1573-97919	2005	Y	NA	N
1573-97920	2005	Y	NA	N
1573-97921	2005	Y	NA	N
1573-97933	2005	Y	NA	N
1573-97934	2005	Y	NA	N
1573-97935	2005	Y	NA	N
1573-97943	2005	Y	NA	N
1573-97944	2005	Y	NA	N
1573-97945	2005	Y	NA	N
1573-97946	2005	Y	NA	N
1573-97947	2005	Y	NA	N
1573-97948	2005	Y	NA	N
1573-97949	2005	Y	NA	N
1573-97950	2005	Y	NA	N
1573-97967	2005	Y	NA	N
1573-97968	2005	Y	NA	N
1573-97969	2005	Y	NA	N
1573-97974	2005	Y	NA	N
1573-97975	2005	Y	NA	N
1573-97976	2005	Y	NA	N
1573-97977	2005	Y	NA	N
1573-97978	2005	Y	NA	N
1573-97979	2005	Y	NA	N
1573-97980	2005	Y	NA	N
1603-16503	2005	N	NA	N
1603-16504	2005	N	NA	N
1603-16505	2005	N	NA	N
1603-16514	2005	N	NA	N
1603-16537	2005	N	NA	N
1603-16538	2005	N	NA	N
1603-16539	2005	N	NA	N
1603-16540	2005	N	NA	N
1603-16541	2005	N	NA	N
1603-16542	2005	N	NA	N
1603-16543	2005	N	NA	N
PIPO05kid	2005	N	NA	N
1603-16547	2005	N	NA	N
1603-16548	2005	N	NA	N
1603-16598	2006	N	NA	N
1603-16604	2005	Y	NA	N
1603-16605	2005	Y	NA	N
1603-16606	2005	Y	NA	N
1603-16617	2005	Y	NA	N
1603-16618	2005	Y	NA	N
1603-16619	2005	Y	NA	N
1603-16627	2005	Y	NA	N
1603-16628	2005	Y	NA	N
1603-16629	2005	Y	NA	N
1603-16630	2005	Y	NA	N
1603-16631	2005	Y	NA	N
1603-16641	2006	Y	NA	N
1603-16642	2006	Y	NA	N
1603-16650	2006	Y	NA	N
1603-16651	2006	Y	NA	N
1603-16652	2006	Y	NA	N
1603-16690	2006	Y	NA	N
1603-16691	2006	Y	NA	N
1603-16699	2006	Y	NA	N
1603-16700	2006	Y	NA	N
1603-17160	2006	N	NA	N
1603-17161	2006	N	NA	N
1603-17162	2006	N	NA	N
1603-17163	2006	N	NA	N
1603-17164	2006	N	NA	N
1603-17165	2006	N	NA	N
1603-17201	2006	Y	NA	N
1603-17202	2006	Y	NA	N
1603-17213	2006	Y	NA	N
1603-17214	2006	Y	NA	N
1603-17215	2006	Y	NA	N
1603-17216	2006	Y	NA	N
1603-17217	2006	Y	NA	N
1603-17218	2006	Y	NA	N
1603-17223	2006	Y	NA	N
1603-17224	2006	Y	NA	N
1603-17225	2006	Y	NA	N
1603-17226	2006	Y	NA	N
1603-17233	2006	Y	NA	N
1603-17240	2006	Y	NA	N
1603-17241	2006	Y	NA	N
1603-17242	2006	Y	NA	N
1603-17243	2006	Y	NA	N
1603-17247	2006	Y	NA	N
1603-17248	2006	Y	NA	N
1603-17249	2006	Y	NA	N
1603-17270	2006	Y	NA	N
1603-17271	2006	Y	NA	N
1603-17272	2006	Y	NA	N
1603-17273	2006	Y	NA	N
1603-17277	2006	Y	NA	N
1603-17278	2006	Y	NA	N
1603-17279	2006	Y	NA	N
1603-17287	2006	Y	NA	N
1603-17288	2006	Y	NA	N
1603-17289	2006	Y	NA	N
1603-17407	2006	Y	NA	N
1603-17408	2006	Y	NA	N
1603-17409	2006	Y	NA	N
1603-17410	2006	Y	NA	N
1603-17423	2006	Y	NA	N
1603-17424	2006	Y	NA	N
1603-17425	2006	Y	NA	N
1603-17459	2007	Y	NA	N
1603-17460	2007	Y	NA	N
1603-17461	2007	Y	NA	N
1603-17462	2007	Y	NA	N
1603-17468	2007	Y	NA	N
1603-17469	2007	Y	NA	N
1603-17470	2007	Y	NA	N
1603-17471	2007	Y	NA	N
1603-17472	2007	Y	NA	N
1603-17473	2007	Y	NA	N
