Indiv Status
1603-51785 0
1603-51786 0
1603-51787 0
1603-51788 0
1603-51789 0
1603-51790 0
1603-51791 0
1603-51792 0
1603-51793 0
1603-51794 0
1603-51795 0
1603-51796 0
1603-51797 0
1603-51798 0
1603-51799 0
1603-51800 0
1603-51801 0
1603-51802 0
1603-51803 0
1603-51804 0
1603-51805 0
1603-51806 0
1603-51807 0
1603-51808 0
1603-51809 1
1603-51810 1
1603-51811 0
1603-51812 0
1603-51813 0
1603-51814 1
1603-51815 0
1603-51816 0
1603-51817 0
1603-51818 0
1603-51819 1
1603-51820 0
1603-51821 0
1603-51822 0
1603-51823 1
1603-51824 0
1603-51825 0
1603-51826 0
1603-51827 0
1603-51828 0
1603-51829 0
1603-51830 0
1603-51831 0
1603-51832 0
1603-51833 0
1603-51834 0
1603-51835 0
1603-51836 0
1603-51837 0
1603-51838 0
1603-51839 0
1603-51840 0
1603-51841 0
1603-51842 0
1603-51843 0
1603-51844 0
1603-51845 0
1603-51846 0
1603-51847 0
1603-51848 0
1603-51849 0
1603-51850 0
1603-51851 0
1603-51852 0
1603-51853 0
1603-51854 0
1603-51855 1
1603-51856 0
1603-51857 0
1603-51858 0
1603-51859 0
1603-51860 0
1603-51861 0
1603-51862 0
1603-51863 0
1603-51864 0
1603-51865 0
1603-51866 0
1603-51867 0
1603-51868 1
1603-51869 0
1603-51870 0
1603-51871 0
1603-51872 0
1603-51873 0
1603-51874 0
1603-51875 0
1603-51876 0
1603-51877 0
1603-51878 0
1603-51879 0
1603-51880 0
1603-51881 0
1603-51882 0
1603-51883 0
1603-51884 0
1603-51885 0
1603-51886 0
1603-51887 0
1603-51888 0
1603-51889 0
1603-51890 0
1603-51891 0
1603-51892 0
1603-51893 0
1603-51894 0
1603-51895 0
1603-51896 1
1603-51897 0
1603-51898 0
1603-51899 0
1603-51900 0
1603-51960 1
1713-13201 0
1713-13202 0
1713-13203 0
1713-13204 0
1713-13205 0
1713-13206 0
1713-13207 0
1713-13208 0
1713-13209 0
1713-13210 0
1713-13211 0
1713-13212 0
1713-13213 0
1713-13214 0
1713-13215 0
1713-13216 0
1713-13217 0
1713-13218 0
1713-13219 0
1713-13220 0
1713-13221 0
1713-13222 0
1713-13223 0
1713-13224 0
1713-13225 0
1713-13226 0
1713-13227 0
1713-13228 0
1713-13229 0
1713-13230 0
1713-13231 0
1713-13232 0
1713-13233 0
1713-13234 0
1713-13235 0
1713-13236 0
1713-13237 0
1713-13238 0
1713-13239 0
1713-13240 0
1713-13241 0
1713-13242 0
1713-13243 0
1713-13244 0
1713-13245 0
1713-13246 0
1713-13247 0
1713-13248 0
1713-13249 0
1713-13250 0
1713-13251 0
1713-13252 0
1713-13253 0
1713-13254 1
1713-13255 0
1713-13256 0
1713-13257 0
1713-13258 0
1713-13259 0
1713-13260 0
1713-13261 0
1713-13262 0
1713-13263 0
1713-13264 0
1713-13265 0
1713-13266 0
1713-13267 0
1713-13268 0
1713-13269 0
1713-13270 0
1713-13271 0
1713-13272 0
1713-13273 0
1713-13274 0
1713-13275 0
1713-13276 0
1713-13277 0
1713-13278 0
1713-13279 0
1713-13280 0
1713-13281 0
1713-13282 0
1713-13283 0
1713-13284 0
1713-13285 0
1713-13286 0
1713-13287 0
1713-13288 0
1713-13289 0
1713-13290 0
1713-13291 0
1713-13292 0
1713-13293 0
1713-13294 0
1713-13295 0
1713-13296 0
1713-13297 1
1713-13298 0
1713-13299 0
1713-13300 0
1713-13301 0
1713-13302 0
1713-13303 0
1713-13304 0
1713-13305 0
1713-13306 0
1713-13307 0
1713-13308 0
1713-13309 0
1713-13310 0
1713-13311 0
1713-13312 0
1713-13313 0
1713-13314 0
1713-13315 1
1713-13316 0
1713-13317 0
1713-13318 0
1713-13319 0
1713-13320 0
1713-13321 0
1713-13322 0
1713-13328 1
1713-13329 1
1713-13330 0
1713-13331 0
1713-13332 1
1713-13333 1
1713-13334 0
1713-13335 0
1713-13336 0
1713-13337 0
1713-13338 0
1713-13339 0
1713-13340 0
1713-13341 1
1713-13342 1
1713-13343 0
1713-13344 0
1713-13345 0
1713-13346 0
1713-13347 1
1713-13348 0
1713-13349 0
1713-13350 0
1713-13351 0
1713-13352 0
1713-13353 0
1713-13354 1
1713-13355 0
1713-13356 0
1713-13357 1
1713-13358 0
1713-13359 0
1713-13360 0
1713-13361 0
1713-13362 0
1713-13363 0
1713-13364 0
1713-13365 0
1713-13366 0
1713-13367 0
1713-13368 1
1713-13369 0
1713-13370 0
1713-13371 0
1713-13372 0
1713-13373 1
1713-13374 0
1713-13375 0
1713-13376 0
1713-13377 0
1713-13378 0
1713-13379 0
1713-13380 0
1713-13381 0
1713-13382 1
1713-13383 0
1713-13384 0
1713-13385 0
1713-13386 0
1713-13387 0
1713-13388 0
1713-13389 0
1713-13390 0
1713-13391 0
1713-13392 0
1713-13393 0
1713-13394 0
1713-13395 0
1713-13396 1
1713-13397 0
1713-13398 0
1713-13399 0
1713-13400 0
1713-13455 0
1713-13480 0
1713-13481 1
1713-13482 0
1713-13483 1
1713-13484 1
1713-13485 0
1713-13486 0
1713-13487 0
1713-13488 0
1713-13489 0
1713-13490 0
1713-13491 0
1713-13492 0
1713-13493 0
1713-13494 1
1713-13495 1
1713-13496 0
1713-13497 1
1713-13498 0
1713-13499 0
1713-13500 1
1713-13601 0
1713-13602 0
1713-13603 0
1713-13604 1
1713-13605 0
1713-13606 0
1713-13607 0
1713-13608 1
1713-13609 1
1713-13610 1
1713-13611 0
1713-13612 0
1713-13613 0
1713-13614 0
1713-13615 0
1713-13616 0
1713-13617 1
1713-13618 0
1713-13619 1
1713-13620 0
1713-13621 0
1713-13622 1
1713-13623 0
1713-13624 0
1713-13625 0
1713-13626 1
1713-13627 1
1713-13628 0
1713-13629 0
1713-13630 0
1713-13631 0
1713-13632 0
1713-13633 0
1713-13634 0
1713-13635 0
1713-13636 0
1713-13637 0
1713-13638 0
1713-13639 0
1713-13640 0
1713-13641 0
1713-13642 0
1713-13643 0
1713-13644 0
1713-13645 0
1713-13646 0
1713-13647 0
1713-13648 0
1713-13649 1
1713-13650 0
1713-13651 0
1713-13652 0
1713-13653 0
1713-13654 1
1713-13655 0
1713-13656 0
1713-13657 0
1713-13658 0
1713-13659 0
1713-13660 0
1713-13661 0
1713-13662 1
1713-13663 0
1713-13664 0
1713-13665 0
1713-13666 0
1713-13667 0
1713-13668 0
1713-13669 0
1713-13670 0
1713-13671 0
1713-13672 1
1713-13673 1
1713-13674 0
1713-13675 0
1713-13676 0
1713-13677 0
1713-13678 0
1713-13679 0
1713-13680 1
1713-13681 0
1713-13682 0
1713-13683 0
1713-13684 0
1713-13685 0
1713-13686 0
1713-13687 0
1713-13688 0
1713-13689 0
1713-13690 0
1713-13691 0
1713-13692 0
1713-13693 0
1713-13694 0
1713-13695 1
1713-13696 0
1713-13697 0
1713-13698 0
1713-13699 0
1713-13700 1
1713-13701 0
1713-13702 0
1713-13703 0
1713-13704 0
1713-13705 0
1713-13706 0
1713-13707 0
1713-13708 0
1713-13709 0
1713-13710 0
1713-13711 0
1713-13712 0
1713-13713 0
1713-13714 0
1713-13715 0
1713-13716 0
1713-13717 0
1713-13718 0
1713-13719 0
1713-13720 0
1713-13721 0
1713-13722 0
1713-13723 0
1713-13724 0
1713-13725 0
1713-13726 0
1713-13727 0
1713-13728 0
1713-13729 0
1713-13730 0
1713-13731 0
1713-13732 0
1713-13733 0
1713-13734 0
1713-13735 0
1713-13736 0
1713-13737 0
1713-13738 0
1713-13739 0
1713-13740 0
1713-13741 0
1713-13742 0
1713-13743 0
1713-13744 0
1713-13745 0
1713-13746 0
1713-13747 0
1713-13748 0
1713-13749 0
1713-13750 0
1713-13751 0
1713-13752 0
1713-13753 0
1713-13754 0
1713-13755 0
1713-13756 0
1713-13757 0
1713-13758 0
1713-13759 0
1713-13760 0
1713-13761 0
1713-13762 0
1713-13763 0
1713-13764 0
1713-13765 0
1713-13766 0
1713-13767 0
1713-13768 0
1713-13769 0
1713-13770 0
1713-13771 0
1713-13772 0
1713-13773 0
1713-13774 0
1713-13775 0
1713-13776 0
1713-13777 0
1713-13778 0
1713-13779 0
1713-13780 0
1713-13781 0
1713-13782 0
1713-13783 0
1713-13784 0
1713-13785 0
1713-13786 0
1713-13787 0
1713-13788 0
1713-13789 0
1713-13790 0
1713-13791 0
1713-13792 0
1713-13793 0
1713-13794 0
1713-13795 1
1713-13796 0
1713-13797 0
1713-13798 0
1713-13799 0
1713-13800 0
1713-13901 0
1713-13902 0
1713-13903 0
1713-13904 0
1713-13905 0
1713-13906 0
1713-13907 0
1713-13908 0
1713-13909 0
1713-13910 0
1713-13911 0
1713-13912 0
1713-13913 0
1713-13914 0
1713-13915 0
1713-13916 0
1713-13917 0
1713-13918 0
1713-13919 0
1713-13920 1
1713-13921 0
1713-13922 0
1713-13923 0
1713-13924 0
1713-13925 0
1713-13926 1
1713-13927 0
1713-13928 0
1713-13929 0
1713-13930 0
1713-13931 0
1713-13932 0
1713-13933 0
1713-13934 0
1713-13935 1
1713-13936 0
1713-13937 0
1713-13938 0
1713-13939 0
1713-13940 0
1713-13941 0
1713-13942 0
1713-13943 0
1713-13944 0
1713-13945 0
1713-13946 1
1713-13947 0
1713-13948 1
1713-13949 1
1713-13950 0
1713-13951 0
1713-13952 1
1713-13953 0
1713-13954 0
1713-13955 1
1713-13956 1
1713-13957 0
1713-13958 0
1713-13959 0
1713-13960 0
1713-13961 0
1713-13962 0
1713-13963 0
1713-13964 0
1713-13965 0
1713-13966 0
1713-13967 0
1713-13968 0
1713-13969 0
1713-13970 0
1713-13971 0
1713-13972 0
1713-13973 1
1713-13974 0
1713-13975 0
1713-13976 0
1713-13977 0
1713-13978 0
1713-13979 0
1713-13980 1
1713-13981 1
1713-13982 0
1713-13983 0
1713-13984 0
1713-13985 0
1713-13986 0
1713-13987 0
1713-13988 0
1713-13989 0
1713-13990 0
1713-13991 0
1713-13992 0
1713-13993 0
1713-13994 1
1713-13995 0
1713-13996 0
1713-13997 1
1713-13999 0
1713-14000 0
1713-49001 0
1713-49002 0
1713-49003 0
1713-49004 0
1713-49005 0
1713-49006 0
1713-49007 0
1713-49008 0
1713-49009 0
1713-49010 0
1713-49011 0
1713-49012 0
1713-49013 0
1713-49014 0
1713-49015 0
1713-49016 0
1713-49017 0
1713-49018 0
1713-49019 0
1713-49020 0
1713-49021 1
1713-49022 0
1713-49023 0
1713-49024 0
1713-49025 0
1713-49026 1
1713-49027 0
1713-49028 0
1713-49029 0
1713-49030 0
1713-49031 0
1713-49032 0
1713-49033 0
1713-49034 0
1713-49035 1
1713-49036 0
1713-49037 1
1713-49038 0
1713-49039 1
1713-49040 1
1713-49041 0
1713-49042 0
1713-49043 0
1713-49044 0
1713-49045 0
1713-49046 0
1713-49047 0
1713-49048 1
1713-49049 0
1713-49050 0
1713-49051 0
1713-49052 0
1713-49053 0
1713-49054 1
1713-49055 0
1713-49056 0
1713-49057 1
1713-49058 0
1713-49059 0
1713-49060 0
1713-49061 0
1713-49062 0
1713-49063 0
1713-49064 0
1713-49065 0
1713-49066 0
1713-49067 0
1713-49068 0
1713-49069 0
1713-49070 1
1713-49071 0
1713-49072 1
1713-49073 0
1713-49074 1
1713-49075 1
1713-49076 0
1713-49077 0
1713-49078 0
1713-49079 1
1713-49080 0
1713-49081 0
1713-49082 0
1713-49083 0
1713-49084 1
1713-49085 0
1713-49086 0
1713-49087 0
1713-49088 0
1713-49089 0
1713-49090 0
1713-49091 0
1713-49092 0
1713-49093 0
1713-49094 0
1713-49095 0
1713-49096 0
1713-49097 0
1713-49098 0
1713-49099 0
1713-49100 0
1713-49101 0
1713-49102 0
1713-49103 0
1713-49104 0
1713-49105 0
1713-49106 0
1713-49107 0
1713-49108 0
1713-49109 0
1713-49110 0
1713-49111 0
1713-49112 0
1713-49113 0
1713-49114 0
1713-49115 1
1713-49116 0
1713-49117 0
1713-49118 0
1713-49119 0
1713-49120 0
1713-49121 0
1713-49122 0
1713-49123 0
1713-49124 0
1713-49125 0
1713-49126 0
1713-49127 0
1713-49128 0
1713-49129 0
1713-49130 0
1713-49131 0
1713-49132 0
1713-49133 0
1713-49134 0
1713-49135 0
1713-49136 0
1713-49137 0
1713-49138 0
1713-49139 0
1713-49140 0
1713-49141 0
1713-49142 0
1713-49143 0
1713-49144 0
1713-49145 0
1713-49146 0
1713-49147 0
1713-49148 0
1713-49149 0
1713-49150 0
1713-49151 0
1713-49152 0
1713-49153 0
1713-49154 0
1713-49155 1
1713-49156 0
1713-49157 0
1713-49158 0
1713-49159 0
1713-49160 0
1713-49161 0
1713-49162 0
1713-49163 0
1713-49164 0
1713-49165 0
1713-49166 0
1713-49167 0
1713-49168 0
1713-49169 0
1713-49170 0
1713-49171 0
1713-49172 0
1713-49173 0
1713-49174 0
1713-49175 0
1713-49176 0
1713-49177 0
1713-49178 0
1713-49179 0
1713-49180 0
1713-49181 0
1713-49182 0
1713-49183 0
1713-49184 0
1713-49185 0
1713-49186 0
1713-49187 0
1713-49188 0
1713-49189 0
1713-49190 0
1713-49191 0
1713-49192 0
1713-49193 0
1713-49194 0
1713-49195 0
1713-49196 0
1713-49197 0
1713-49198 0
1713-49199 0
1713-49200 0
1713-49201 0
1713-49202 1
1713-49203 0
1713-49204 0
1713-49205 0
1713-49206 0
1713-49207 1
1713-49208 1
1713-49209 0
1713-49210 0
1713-49211 0
1713-49212 1
1713-49213 0
1713-49214 1
1713-49215 0
1713-49216 0
1713-49217 0
1713-49218 0
1713-49219 0
1713-49220 1
1713-49221 0
1713-49222 1
1713-49223 1
1713-49224 1
1713-49225 1
1713-49226 0
1713-49227 1
1713-49228 0
1713-49229 0
1713-49230 0
1713-49231 1
1713-49232 0
1713-49233 0
1713-49234 0
1713-49235 0
1713-49236 0
1713-49237 0
1713-49238 1
1713-49239 0
1713-49240 0
1713-49241 0
1713-49242 0
1713-49243 0
1713-49244 0
1713-49245 0
1713-49246 0
1713-49247 1
1713-49248 0
1713-49249 0
1713-49250 0
1713-49251 0
1713-49252 0
1713-49253 0
1713-49254 0
1713-49255 0
1713-49256 1
1713-49257 1
1713-49258 0
1713-49259 0
1713-49260 0
1713-49261 0
1713-49262 0
1713-49263 0
1713-49264 0
1713-49265 0
1713-49266 0
1713-49267 0
1713-49268 0
1713-49269 0
1713-49270 0
1713-49271 0
1713-49272 1
1713-49273 1
1713-49274 0
1713-49275 0
1713-49276 0
1713-49277 0
1713-49278 0
1713-49279 0
1713-49280 0
1713-49281 0
1713-49282 0
1713-49283 1
1713-49284 0
1713-49285 0
1713-49286 0
1713-49287 0
1713-49288 0
1713-49289 0
1713-49290 0
1713-49291 0
1713-49292 0
1713-49293 0
1713-49294 0
1713-49295 0
1713-49296 0
1713-49297 0
1713-49298 1
1713-49299 0
1713-49300 0
1713-49301 0
1713-49302 0
1713-49303 0
1713-49304 1
1713-49305 0
1713-49306 1
1713-49307 1
1713-49308 0
1713-49309 0
1713-49310 0
1713-49311 0
1713-49312 0
1713-49313 0
1713-49314 0
1713-49317 0
1713-49318 0
1713-49319 0
1713-49320 1
1713-49321 0
1713-49322 1
1713-49323 1
1713-49324 0
1713-49325 1
1713-49326 0
1713-49327 1
1713-49328 1
1713-49329 1
1713-49330 0
1713-49331 0
1713-49332 0
1713-49333 0
1713-49334 0
1713-49335 0
1713-49336 1
1713-49337 0
1713-49338 0
1713-49339 0
1713-49340 0
1713-49341 0
1713-49342 0
1713-49343 0
1713-49344 0
1713-49345 0
1713-49346 0
1713-49347 0
1713-49348 0
1713-49349 0
1713-49350 1
1713-49351 0
1713-49352 0
1713-49353 1
1713-49354 0
1713-49355 0
1713-49356 0
1713-49357 0
1713-49358 1
1713-49359 0
1713-49360 0
1713-49361 0
1713-49362 0
1713-49363 1
1713-49364 0
1713-49365 0
1713-49366 0
1713-49367 1
1713-49368 0
1713-49369 1
1713-49370 0
1713-49371 0
1713-49372 0
1713-49373 0
1713-49374 1
1713-49375 0
1713-49376 0
1713-49377 1
1713-49378 1
1713-49379 0
1713-49380 0
1713-49381 0
1713-49382 0
1713-49383 0
1713-49384 0
1713-49385 0
1713-49386 0
1713-49387 0
1713-49388 0
1713-49389 0
1713-49390 0
1713-49391 0
1713-49392 0
1713-49393 0
1713-49394 1
1713-49395 1
1713-49396 1
1713-49397 0
1713-49400 1
1713-49501 0
1713-49502 0
1713-49503 0
1713-49504 0
1713-49505 0
1713-49506 0
1713-49507 0
1713-49508 0
1713-49509 1
1713-49510 0
1713-49511 0
1713-49512 0
1713-49513 0
1713-49514 0
1713-49515 0
1713-49516 0
1713-49517 0
1713-49518 0
1713-49519 0
1713-49520 0
1713-49521 0
1713-49522 1
1713-49523 0
1713-49524 0
1713-49525 0
1713-49526 0
1713-49527 0
1713-49528 0
1713-49529 0
1713-49530 0
1713-49531 0
1713-49532 0
1713-49533 0
1713-49534 0
1713-49535 0
1713-49536 0
1713-49537 0
1713-49538 0
1713-49539 0
1713-49540 0
1713-49541 0
1713-49542 0
1713-49543 0
1713-49544 0
1713-49545 0
1713-49546 0
1713-49547 0
1713-49548 0
1713-49549 0
1713-49550 0
1713-49551 0
1713-49552 0
1713-49553 0
1713-49554 0
1713-49555 0
1713-49556 0
1713-49557 0
1713-49558 0
1713-49559 0
1713-49560 0
1713-49561 0
1713-49562 0
1713-49563 0
1713-49564 0
1713-49565 0
1713-49566 0
1713-49567 0
1713-49568 0
1713-49569 0
1713-49570 0
1713-49571 0
1713-49572 0
1713-49573 0
1713-49574 0
1713-49575 0
1713-49576 0
1713-49577 0
1713-49578 0
1713-49579 0
1713-49580 0
1713-49581 0
1713-49582 0
1713-49583 0
1713-49584 0
1713-49585 0
1713-49586 0
1713-49587 0
1713-49588 0
1713-49589 0
1713-49590 0
1713-49591 0
1713-49592 0
1713-49593 0
1713-49594 0
1713-49595 0
1713-49596 0
1713-49597 0
1713-49598 0
1713-49599 0
1713-49600 0
1713-49701 1
1713-49702 1
1713-49703 0
1713-49704 1
1713-49705 0
1713-49706 0
1713-49707 1
1713-49708 1
1713-49709 0
1713-49710 1
1713-49711 0
1713-49712 0
1713-49713 0
1713-49714 0
1713-49715 0
1713-49716 0
1713-49717 0
1713-49718 1
1713-49719 1
1713-49720 1
1713-49721 0
1713-49722 0
1713-49723 0
1713-49724 0
1713-49725 0
1713-49726 1
1713-49727 1
1713-49728 1
1713-49729 0
1713-49730 0
1713-49731 0
1713-49732 0
1713-49733 0
1713-49734 0
1713-49735 0
1713-49736 0
1713-49737 1
1713-49738 1
1713-49739 0
1713-49740 0
1713-49741 0
1713-49742 0
1713-49743 1
1713-49744 0
1713-49745 0
1713-49746 0
1713-49747 1
1713-49748 0
1713-49749 1
1713-49750 1
1713-49751 0
1713-49752 0
1713-49753 1
1713-49754 0
1713-49755 1
1713-49756 1
1713-49757 1
1713-49758 1
1713-49759 0
1713-49760 0
1713-49761 0
1713-49762 1
1713-49763 0
1713-49764 0
1713-49765 0
1713-49766 1
1713-49767 1
1713-49768 0
1713-49769 1
1713-49770 1
1713-49771 0
1713-49772 0
1713-49773 0
1713-49774 1
1713-49775 0
1713-49776 0
1713-49777 0
1713-49778 0
1713-49779 0
1713-49780 0
1713-49781 1
1713-49782 1
1713-49783 0
1713-49784 0
1713-49785 0
1713-49786 1
1713-49787 0
1713-49788 0
1713-49789 1
1713-49790 1
1713-49791 0
1713-49792 1
1713-49793 0
1713-49794 1
1713-49795 0
1713-49796 0
1713-49797 0
1713-49798 0
1713-49799 1
1713-49800 1
1713-49801 0
1713-49802 0
1713-49803 0
1713-49804 0
1713-49805 0
1713-49806 0
1713-49807 0
1713-49808 0
1713-49809 0
1713-49810 0
1713-49811 0
1713-49812 0
1713-49813 0
1713-49814 0
1713-49815 0
1713-49816 0
1713-49817 0
1713-49818 0
1713-49819 0
1713-49820 0
1713-49821 0
1713-49822 0
1713-49823 0
1713-49824 0
1713-49825 0
1713-49826 0
1713-49827 0
1713-49828 0
1713-49829 0
1713-49830 0
1713-49831 0
1713-49832 0
1713-49833 0
1713-49834 0
1713-49835 0
1713-49836 0
1713-49837 0
1713-49838 0
1713-49839 0
1713-49840 0
1713-49841 0
1713-49842 0
1713-49843 0
1713-49844 0
1713-49845 0
1713-49846 0
1713-49847 0
1713-49848 0
1713-49849 0
1713-49850 0
1713-49851 0
1713-49852 0
1713-49853 0
1713-49854 0
1713-49855 0
1713-49856 0
1713-49857 0
1713-49858 0
1713-49859 0
1713-49860 0
1713-49861 0
1713-49862 0
1713-49863 0
1713-49864 0
1713-49865 0
1713-49866 0
1713-49867 0
1713-49868 0
1713-49869 0
1713-49870 0
1713-49871 0
1713-49872 0
1713-49873 0
1713-49874 0
1713-49875 0
1713-49876 0
1713-49877 0
1713-49878 0
1713-49879 0
1713-49880 0
1713-49882 0
1713-49883 0
1713-49884 0
1713-49885 0
1713-49886 0
1713-49887 0
1713-49888 0
1713-89601 1
1713-89602 1
1713-89603 1
1713-89604 1
1713-89605 1
1713-89606 1
1713-89607 1
1713-89608 1
1713-89609 1
1713-89610 1
1713-89611 1
1713-89612 1
1713-89613 1
1713-89614 1
1713-89615 1
1713-89616 1
1713-89617 1
1713-89618 1
1713-89619 1
1713-89620 1
1713-89621 1
1713-89622 1
1713-89623 1
1713-89624 1
1713-89625 1
1713-89626 1
1713-89627 1
1713-89628 1
1713-89629 1
1713-89630 1
1713-89631 1
1713-89632 1
1713-89633 1
1713-89634 1
1713-89635 1
1713-89636 1
1713-89637 1
1713-89638 1
1713-89639 1
1713-89640 1
1713-89641 1
1713-89642 1
1713-89643 1
1713-89644 1
1713-89645 1
1713-89646 1
1713-89647 1
1713-89648 1
1713-89649 1
1713-89650 1
1713-89651 1
1713-89652 1
1713-89653 1
1713-89654 1
1713-89655 1
1713-89656 1
1713-89657 1
1713-89658 1
1713-89659 1
1713-89660 1
1713-89661 1
1713-89662 1
1713-89663 1
1713-89664 1
1713-89665 1
1713-89666 1
1713-89667 1
1713-89668 1
1713-89669 1
1713-89670 1
1713-89671 1
1713-89672 1
1713-89673 1
1713-89674 1
1713-89675 1
1713-89676 1
1713-89677 1
1713-89678 1
1713-89679 1
1713-89680 1
1713-89681 1
1713-89682 1
1713-89683 1
1713-89684 1
1713-89685 1
1713-89686 1
1713-89687 1
1713-89688 1
1713-89689 1
1713-89690 1
1713-89691 1
1713-89692 1
1713-89693 1
1713-89694 1
1713-89695 1
1713-89696 1
1713-89697 1
1713-89698 1
1713-89699 1
1713-89700 1
1713-89701 1
1713-89702 1
1713-89703 1
1713-89704 1
1713-89705 1
1713-89706 1
1713-89707 1
1713-89708 1
1713-89709 1
1713-89710 1
1713-89711 1
1713-89712 1
1713-89713 1
1713-89714 1
1713-89715 1
1713-89716 1
1713-89717 1
1713-89718 1
1713-89719 1
1713-89720 1
1713-89721 1
1713-89722 1
1713-89723 1
1713-89724 1
1713-89725 1
1713-89726 1
1713-89727 1
1713-89728 1
1713-89729 1
1713-89730 1
1713-89731 1
1713-89732 1
1713-89733 1
1713-89734 1
1713-89735 1
1713-89736 1
1713-89737 1
1713-89738 1
1713-89739 1
1713-89740 1
1713-89741 1
1713-89742 1
1713-89743 1
1713-89744 1
1713-89745 1
1713-89746 1
1713-89747 1
1713-89748 1
1713-89749 1
1713-89750 1
1713-89751 1
1713-89752 1
1713-89753 1
1713-89754 1
1713-89755 1
1713-89756 1
1713-89757 1
1713-89758 1
1713-89759 1
6309 0
6311 0
6314 0
6315 0
6320 0
6337 0
6485 0
6558 0
6559 0
6567 0
6574 0
6584 0
6640 0
6641 0
6642 0
6799 0
6860 0
6865 0
6867 0
6875 0
6876 0
6893 1
6957 0
6959 0
6963 0
6965 1
6966 1
7148 1
7150 1
7322 1
7323 1
7324 1
7325 1
793-09885 0
963-80576 0
9999-00000 0
9999-00005 0
9999-00006 0
9999-00007 0
9999-00008 0
9999-00009 0
9999-00010 0
9999-00011 0
9999-00012 0
9999-00013 0
9999-00014 0
9999-00015 0
9999-00016 0
9999-00017 0
9999-00020 0
9999-00021 0
9999-00022 0
9999-00023 0
9999-00024 0
9999-00025 0
9999-00026 0
9999-00027 0
9999-00028 0
9999-99950 0
9999-99953 0
9999-99959 0
9999-99961 0
9999-99969 0
9999-99993 0
9999-99997 0
9999-99998 0
9999-99999 0
BNCH91m 0
BNCH92f 0
BNCH92m 0
BRADnoba 0
BROMnob 0
BROMnoba 0
BROMnobaM 0
BYRDm 0
C-OW 0
CATBf 0
CK-AR 0
CK-AW 0
CMACrunt 0
CW-RK 0
CWHPf 0
DEADf 0
DRUM91fldg1 0
DRUM91fldg2 0
DRUMm 0
DRYPf 0
DTCHf 0
DTCHm 0
FAREf 0
FARTf 0
FITZ91fldg 0
FITZf 0
FITZm 0
GRNTh 0
GRNTm 0
GRVRf 0
GRVRm 0
GRVWf 0
HARBf 0
HNRYh 0
HOUSm 0
HOUSnoba 0
IA-C 0
IR-C 0
JESSm 0
K-SRP 0
KELVf 0
LSURnoba1 0
LSURnoba2 0
MACT94fldg 0
MACTf 0
MACTm 0
MCJY073m 0
MCJY91fldg 0
MIDGm 0
NARYm 0
NBROm 0
nh-q 0
NNARf 0
NNARm 0
nobaRUSS042 0
NOBH91fldg1 0
NOBH91fldg2 0
nR-Q 0
NREDm 0
NSEC91fldg1 0
NSEC91fldg2 0
OSR8fldg 0
P-WC 0
PACKf 0
PC-PK 0
PINEm 0
PINSm 0
PIPO05kid 0
PIPO92f 0
PIPO92m 0
POHL96kid 0
q-nG 0
q-nn 0
RACHh 0
RISE09f 0
SINK91fldg1 0
SINK91fldg2 0
SMACm 0
SMITf 0
SSECf 0
SSIN05kid 0
SWCTm 0
TNGLm 0
TP11m 0
TP49f 0
TP49m 0
TP54noba 0
TP55fldg 0
TP64fldg1 0
TP64fldg2 0
TP68fldg 0
TURBf 0
TURBm 0
TURBnoba 0
UB10f_2k 0
UB10m_2k 0
UB11f_2k 0
UB11m_2k 0
UB12f_2k 0
UB12m_2k 0
UB13f_2k 0
UB13m_2k 0
UB14f_2k 0
UB14m_2k 0
UB2f_3k 0
UB2m_3k 0
UB5f_2k 0
UB5m_2k 0
UB7f_2k 0
UB7m_2k 0
UB8f_2k 0
UB8m_2k 0
UB9f_4k 0
UB9m_4k 0
UF1_CWPmom 0
UF11_FWMmom 0
UF13_FKZWmom 0
UF14_WQYmom 0
UF16_BOQmom 0
UF2_k2 0
UF3_k2 0
UF7_k2 0
UF8_CRRmom 0
UF9_AAQmom 0
UM1_k2 0
UM12_OWQdad 0
UM13_CMAC93m 0
UM14_TP56m 0
UM15_HNBdad 0
UM16_k3 0
UM17_BBMdad 0
UM18_GNBdad 0
UM19_KZBRdad 0
UM2_WNYdad 0
UM20_OKZYdad 0
UM22_k2 0
UM3_k4 0
UM4_LNYdad 0
UM5_k2 0
UM6_NNAR_EPPm 0
UM7_k2WCIT 0
UM8_OGMdadWCIT 0
WARYm 0
WCHKm 0
WCIT95m 0
WCIT97f 0
WISBm 0
WLAKm 0
WOBYm 0
XRAYf 0
XRAYm 0
XRAYnoba 0
Y-RQ 0
YCL-U 0
